id,source,description,text
34,ruslanmv_ai_medical_chatbot,Q. I have frequent urination and minimal calcification. Does it mean prostate cancer?,"Patient: Hi doctor, I am 27 years old. I am worried about my prostate as my grandfather had prostate cancer and my father had an enlargement but was already cured. I had an ultrasound last year due to frequent urinating and result showed minimal calcification a year back. The Radiologist told me that the calcification has nothing to worry as it was not that serious and my doctor (internal medicine) also did not care about it. But I am still worried as what I have read is that even at a young age you can have prostate cancer. Though I am still experiencing frequent urination (I am now drinking a lot of water 2 to 3 liters a day) now, my creatinine is in normal level and KUB is all normal.

Doctor: Hi. I have gone through your query. It is extremely unlikely for you to develop prostate cancer at your age. Even in families with hereditary prostate cancer, the usual age people develop cancer is above 40 years of age at the lowest, though it is usually between 50 to 60 years. That said, in your case, it is too early to jump to conclusions of having prostate cancer in your family. The most likely explanation for your symptoms could be a mild urinary tract infection or even your increased fluid intake. Prostatic calcification is commonly seen and does not imply anything significant to worry now. If you are concerned, you can do a PSA (prostate-specific antigen) test and a prostate exam at 40 years. If normal, then you can repeat it after three years interval. For more information consult an urologist online -->"
35,ruslanmv_ai_medical_chatbot,Q. Please enlighten me on non-invasive procedures to detect prostate cancer.,"Patient: Hello doctor, I am a 79 year old male. Excellent health, take no medications with the exception of an occasional Viagra. In a recent DRE, my urologist discovered two small nodules on my prostate. A PSA at the time was 6.3. Over the years, I have ranged in 2's and 3's. He suggested a biopsy of the prostate. I have read many negative things about this process. I have also read about nonevasive procedures to detect for cancer.

Doctor: Hi. I have gone through your query. I concur with your urologist in the need for a biopsy. Any PSA (prostate-specific antigen) more than 4 or abnormal findings on DRE (digital rectal examination) needs evaluation to rule out prostate cancer. None of the non-invasive techniques are sufficiently accurate as a biopsy at present. The closest is an MRI which, if positive, needs to be confirmed by a biopsy, and if negative does not exactly rule out a malignancy, you will need a biopsy nevertheless. Many blood tests are available but those are only if the DRE is normal and will not be applicable in your situation. Hope this was helpful, feel free to revert back with any other questions. For more information consult a urologist online -->"
36,ruslanmv_ai_medical_chatbot,Q. What is the reason for continuous eye allergy and irritation?,"Patient: Hi doctor, I have eye allergy for the past 1.7 years. I have consulted many doctors. I am using steroid eye drops too, but my eye allergy is still present. My eye irritates when it contact with blowing air, perfumes, air conditioner, strong odors, when I get cold and sometimes suddenly without any exposure. Occasionally, it causes pain in the eyes and head. I do not know what caused this. What is the permanent solution for this? Is there any other alternate remedy for this? When I take Cetirizine my irritation subsides in 30 minutes. Please help.

Doctor: Hi. For further information consult an eye care ophthalmologist online -->"
37,ruslanmv_ai_medical_chatbot,Q. When should I stop Clexane and Ecosprin should before delivery?,"Patient: Hello doctor, Presently I am on my 34 th weeks of pregnancy. LMP was before eight months. I had an IUD of more than 37 weeks before two years. Present medications are Clexane 20, and Ecosprin 75 daily. As per my doctor's planning, I should go for C-section between 36 to 37 weeks. Now when I should stop my Claxene and Ecospirin? This medication is given by my gynecologist after analyzing my boh panel report which states lupus anticoagulant by DRVTT is 45.50. No lupus-like anticoagulant present, APTT is 31.30 and PTT-LA is 98.80. Kindly advice.

Doctor: Hello.  I feel that it would be the best if you do not stop these medicines without the advice of your doctor who recommended these and made a plan for your pregnancy because self-treatment strategy will lead to no benefits. And both of these drugs are safe to use, so you do not have to worry. Furthermore, for your knowledge, aspirin is usually stopped at 35 to 36 weeks of pregnancy, and Clexane (Enoxaparin sodium) is being continued until delivery, and even after that. So I would again say that please take advice from your particular doctor before stopping any of these medications as your pregnancy is very precious. I hope it has helped you. If you require any further queries, please do not hesitate to contact me."
38,ruslanmv_ai_medical_chatbot,Q. Are my symptoms due to HIV infection? I had a high-risk exposure 15 months ago.,"Patient: Hi doctor, After 15 months of unprotected sex, I went for HIV test called Comb AIDS test but, the result came back negative for both HIV-1 and 2. Again after three months, I redid the test, but even this time, the result was negative. I was not satisfied, so I went for ELISA test, and again the results came back negative. I consulted two general physicians, who told me that I do not have HIV. But, I am still worried because of the symptoms that I have. I am a male, who weighs 62 kg, and I am 6 feet tall. The symptoms i'm having are:  severe weakness, ulcers in mouth and tongue, fatigue, pain in legs while sleeping, itching in the private part, occasional sore throat, occasional itching and pain in ears, and black spots on my back.  I remember having loose motions after a week of unprotected sex. At that time, the doctor told me that I have food poisoning, and I was alright after taking medicines. Are these HIV tests done by me reliable? Was the loose motion caused due to HIV? Is it possible that my immune system was so weak to detect antibodies during my HIV test? Should I go for another test such as PCR RNA test? Please help me, I am worried. Your kind response will be appreciated. Thank you.

Doctor: Hi. The test kits used to diagnose HIV are highly sensitive and specific and gives accurate results. The majority of the people who are infected with HIV (human immunodeficiency virus) develop antibodies by three months, and even in the rare instances of late seroconversions, they develop HIV antibodies by six months. You can rely on your HIV screening test results. If there had been no other exposure other than that, you do not require any further test. The symptoms which you mentioned could be due to various reasons and cannot be attributed to HIV. In fact, there are no specific symptoms or signs which can lead to the diagnosis of HIV. As per the above information, you are HIV negative. Just relax. Hope your query is answered, but if you have any other query, please do not hesitate to ask or call anytime. Best wishes. For more information consult an HIV AIDS specialist online -->"
39,ruslanmv_ai_medical_chatbot,Q. Is stretching exercise helpful for tight foreskin?,"Patient: Hello doctor, I am a 22 year old male. I have problem of tight penis skin. Whenever I pull my penis skin back during erection it will be very hard to do. Then, my penis skin gets stuck behind the penis forehead and it is very painful to retract back. I generally use oil for this problem. Please suggest me what to do.

Doctor: Hi. For further information consult a urologist online -->"
40,ruslanmv_ai_medical_chatbot,Q. My husband is over-possessive and controlling. Please help me.,"Patient: Hello doctor, I am newly married. My husband is 26 years old and I am six months younger to him. My family members say that my husband is over-possessive and controlling. How can I know if my husband is over-possessive and controlling?

Doctor: Hi. Most of the persons who are over-possessive of their partner show certain kinds of behavior that is uncommon in the general population. They feel less secure and this sense of insecurity is the driving force for the over-possessive nature. Someone who is insecure may doubt their partner's dedication and may, therefore, try to control them. In short, they feel vulnerable and will do anything to make sure they are not hurt. The sense of insecurity can stem from a number of situations including parents leaving a child, a past romantic partner who was unfaithful and many more. To control the possessiveness: Consult a psychiatrist online in case of further assistance in overcoming this situation -->"
41,ruslanmv_ai_medical_chatbot,Q. What can cause pimples near penis?,"Patient: Hello doctor, I have pimples near my penis. I do not understand what problem I have. I am worried about that. Please explain my problem.

Doctor: Hi. It is very difficult to say what disease you have, because pimple does not come over penile area. It could be molluscum which looks like a pimple. If you can send me the photos, then I can definitely diagnose it. Explain the lesion properly like itching, pain, duration, pus filled, etc? Are you sexually active? Revert back with the photos to a dermatologist online -->"
42,ruslanmv_ai_medical_chatbot,Q. What does abutment of the nerve root mean?,"Patient: Hi doctor,I am just wondering what is abutting and abutment of the nerve root means in a back issue. Please explain. What treatment is required for annular bulging and tear?

Doctor: Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->"
43,ruslanmv_ai_medical_chatbot,Q. Will Nano-Leo give permanent solution for erection problem?,"Patient: Hello doctor, I am 48 years old. I am experiencing weak erection and difficulty in sustaining the same. This condition was observed 10 years back. Also, there is premature ejaculation. Other physical ailments that I have are, I am suffering from hypertension and taking Amlopres-L (Amlodipine and Lisinopril) for the last 10 years, high cholesterol and triglycerides. My cholesterol level is 225 and triglyceride is 200 for the last 12 years. I used to do frequent masturbation in early age. I do have erection during morning hours many times, particularly after sound sleep or if I had long walk previous day. I am having Sildenafil 25 mg or 5 mg Cialis, which is effective enough. But, I wish to get rid of tablet support and live natural way. I consulted urologist today and he prescribed me Nano-Leo capsules and Modula 5 mg for 10 days. I wish to have your second opinion on this. Please guide.

Doctor: Hi. For further doubts consult a sexologist online -->"
44,ruslanmv_ai_medical_chatbot,"Q. Every time I eat spicy food, I poop blood. Why?","Patient: Hi doctor, I am a 26 year old male. I am 5 feet and 9 inches tall and weigh 255 pounds. When I eat spicy food, I poop blood. Sometimes when I have constipation as well, I poop a little bit of blood. I am really scared that I have colon cancer. I do have diarrhea often. I do not have a family history of colon cancer. I got blood tests done last night. Please find my reports attached.

Doctor: Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->"
45,ruslanmv_ai_medical_chatbot,Q. Will Kalarchikai cure multiple ovarian cysts in PCOD?,"Patient: Hello doctor, I have multiple small cysts in both ovaries (PCOS). Our family friend suggested me to consume Kalarchikai medicine, powdered mixed with pepper and honey to have it for one mandalam (48 days). I have completed nearly 44 days by consuming one small ball of the mixture every morning and before two weeks I got my periods. Then I had checked whether the cysts were dissolved by having an abdomen scan. But still, small multiple follicules have been seen in it with both ovaries enlarged. Kindly suggest me what I can do further. I got married before one and a half years and I am much worried about my pregnancy. I have gallstones as well.

Doctor: Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help."
46,ruslanmv_ai_medical_chatbot,Q. I masturbate only by rubbing the tip of the penis. Is it a wrong way?,"Patient: Hi doctor, During masturbation I just rub the tip of the penis and not the entire penis. Is it a wrong way of doing? I do not get excited during sex and unable to ejaculate. Only, rubbing the tip of the penis gives me excitement. Also, two weeks ago, I have undergone circumcision as my foreskin did not retract. Before circumcision too, I have the same problem. Please help.

Doctor: Hi. For further doubts consult a sexologist online -->"
47,ruslanmv_ai_medical_chatbot,Q. How to calculate the number of days of pregnancy?,"Patient: Hi doctor, I am 18 weeks 2 days pregnant. My friend told me that I am supposed to add two weeks to those 18 weeks while counting. Is that true? Can I get pregnant if I had sex during period? My period was on the 28th and I had sex on the 5th. That time, my period was on, but not heavy. Could I have gotten pregnant that time? How long do sperm stay in the body? Please explain.

Doctor: Hi. For further information consult an obstetrician and gynaecologist online -->"
48,ruslanmv_ai_medical_chatbot,"Q. As I am having a history of miscarriages, will taking hCG injections help me to continue pregnancy?","Patient: Hello doctor, My lmp was on five months ago. I was spotting for three days during my lmp and got a positive strip test after seven days. My beta hCG level on the day of a positive result was 126, and after two days, it was 125. I am being told that I will get periods in two weeks but told to continue folic acid and multivitamin and come for ultrasound in three weeks if no periods come. I have a history of miscarriages, and I am 35 years old. Can hCG injections help me or should I consult another doctor? Have I miscarried or there are still chances?

Doctor: Hello. Unfortunately what your doctor has said is right. Spotting in early pregnancy is normal. But a fall or no rise beta HCG is a poor sign. Beta hCG is a hormone produced from fetal tissue. At a level of 25 mIU/mL urine test is positive it doubles in 48 hours. So if the result of 7th is 125, then on 9th it should have been around 250 or more. Only healthy fetal tissue can produce an adequate amount of this hormone, so indirectly we get to know the health of the embryo even without seeing it. So it just means the fetal tissue is not growing. There can be lab errors, so to be on a safer side doctor has asked you to come for scan, to confirm.  If you are worried about the repeated miscarriages, have yourself and your partner checked for any problem. Causes like blood sugar levels, thyroid hormone problems, or prolactin hormone abnormalities, any structural problems in the uterus or any problem in semen. Do not lose hope, if you are getting pregnant without much help, no matter what the outcome is, then you will surely have babies. I hope I have clarified your query, do write back if any more questions."
49,ruslanmv_ai_medical_chatbot,Q. How to increase my height?I am 23 years old.,"Patient: How to increase my height? I am 23 years old.

Doctor: Hello. Consult a nutritionist online for further follow up --->"
50,ruslanmv_ai_medical_chatbot,Q. Is it safe to take Clenbuterol being overweight and asthmatic?,"Patient: Hi doctor, I am 33 years old. My height is 176 cm and I weigh 77 kg. I started hitting gym a month back. I am into 1 hour daily workout, which include both aerobic and anaerobic exercises.  As per the BMI report, I was informed to keep my weight under 67-72 kg. Recently my gym trainer informed me about the pill Clenbuterol and it is safe to go for it. I went through a few websites and came to know it is more effective in burning fat, muscle build up and also used for treating asthma patients. My medical background is, I am an asthma patient. My recent medical checkup indicated that I have BP which is marginally little higher than regular and doctors indicated that it is not that much to be concerned about. I came to know, Clenbuterol is a steroid which has lots of other side effects like muscle cramp, dizziness, hand shaking, heart problems and effect on aorta. It has short and long-term effects too. It is completely banned in few countries and not available through prescription as well. Can you please inform me whether I have to go for it? Also, I want to reduce my weight without any side effects. As I am working as a software engineer, there might be a possibility that I will be traveling across countries and need to go for blood and urine tests for visa approval. I would like to know whether it will cause any problem in these cases as it is an illegal drug. Please let me know if any further details required from my side. Thank you in advance.

Doctor: Hello. For further information consult an internal medicine physician online -->"
51,ruslanmv_ai_medical_chatbot,Q. Shall I take Raw Bovine Ovary pills to increase breast size?,"Patient: Hello doctor, I am a 25 year old female. I am wondering whether Raw Bovine Ovary pills are safe to take. I am looking to gain weight in my thighs and breast. My thighs and boobs are skinny. Kindly explain.

Doctor: Hi. For further information consult an internal medicine physician online -->"
52,ruslanmv_ai_medical_chatbot,Q. What can cause genital numbness?,"Patient: Hi doctor, I have been riding my bike a lot more recently and now I noticed that I am having numbness within the perineal region including scrotum and penile area. I have stopped riding since the onset of symptoms and it has been over a week now. Should these symptoms resolve with time if I quit riding? Please suggest.

Doctor: Hello. For further information consult a neurologist online -->"
53,ruslanmv_ai_medical_chatbot,Q. What causes warmness in the left side of chest?,"Patient: Hello doctor, I am 23 years old. I am obese and have a family history of cardiac arrest. My father got cardiac arrest at the age of 53. I have consulted the local cardiologist and gone through ECG, echo, TMT, lipid, hs-CRP and other blood tests. All the tests were normal except heart rate, which was 110 and also high BP. I am taking Rosufit 10, Nebistar 5 and Cilaheart 10. Currently, I am feeling warm in the left side of my chest for a short span of time. Sometimes, I have slight pain in my left hand and feels like a pinch type of pain in the center of the chest when I inhale and exhale. Is it normal?

Doctor: Hello. This kind of chest pain occurs during stress and anxiety only. We label them nonspecific cardiac chest pain. But, we should always keep in consideration cardiac chest pain and acid reflux. It is important to differentiate between the all. However, the cardiac chest pain is severe and crushing in nature. It increases on activity like walking and exercising. It also gets radiated to left arm. Since your ECG and other cardiac workup are normal, the pain is not due to cardiac issues. For acid reflux, I would advise you to take a combination of Pantoprazole and Domperidone once a day. Your increase in heart rate might be possibly because of anxiety only. For anxiety, try to do meditation and if no relief, you would be treated with anti-anxiety drugs like Etizolam. For further clarifications consult a cardiologist online -->"
54,ruslanmv_ai_medical_chatbot,Q. Why the absolute monocytes are low in my routine blood work?,"Patient: Hi doctor, I just received my routine blood work for my cholesterol count and noticed that my absolute monocytes are low, 163. Other than this, all other blood results are within normal range. My total WBC is 5.1 and monocytes 3.2%. It there a reason to be concerned? I am currently healing from a terrible fall on my deck stairs, which resulted in a massive hematoma on my buttock. Would this have anything to do with the low absolute monocyte reading? I am currently on Lotrel and Lovastatin.

Doctor: Hi. Based on your query, my opinion is as follows (attachment removed to protect patient identity): For further information consult a hematologist online -->"
55,ruslanmv_ai_medical_chatbot,Q. How to overcome sexual attraction towards my mother?,"Patient: Hi doctor, I am a 22 years old male. I feel sexually attracted to my own mother. I had some mild feelings since childhood, but it became strong since teenage. I started feeling to be loved by mom as her son and sexually too. I sometimes feel guilty about it. But, I could not control myself. I saw my mother naked sometimes and this fed my lust towards her even more. I am getting dirty thoughts about her when I think about having love with her. I also watch porn especially incest. I want to express my love to her sexually. Please provide some way to overcome this. I am not under any medication. I am just trying to control myself mentally.

Doctor: Hello. I can understand your problem. Sexual feelings in an adult towards a female are considered as normal and acceptable. But, such feelings towards any female with blood relationship are not acceptable in any society and this result in significant blow to reputation and respect. The feelings you have described towards your own mother are wrong and should be controlled. In future this might result in relationship problem in your case especially towards your wife. This might result in difficulty in maintaining relationship with any other female. To overcome the problem you have to work hard. One thing is that stop watching porn completely. If that is not possible at this moment then watch videos only and avoid going to forums or reading stories of incest online. Such things increase the perversions. Avoid watching any material that relates to incest. I am not saying that you should stop masturbating but stop thinking about incest. You are having guilty after incest ideas, so most likely these are intrusive ideas and should be treated also. If possible visit a psychiatrist for help. Medicines like Paroxetine or Fluoxetine can help to control your intrusive ideas and you will feel better. These are safe medicines. Spend your time in outdoor activities. Gym and sports will help to vent out your energy and you will feel better. Avoid spending more time on computer and if your work permits then stop using computer or internet for some days. This will help you to overcome the addiction. Psychological conflicts. For further information consult a psychiatrist online.--->"
56,ruslanmv_ai_medical_chatbot,Q. Can Yasmin birth control pill be used as an emergency contraceptive pill?,"Patient: Hello doctor, My fiancee and I had unprotected sex a few days back, but I did not ejaculate inside her. Just to be on the safer side, we wanted to use the emergency contraceptive pill. But due to some restriction in the country where we live, Plan B or emergency contraceptive pills are not available. I read that Yasmin, which is used as a regular contraceptive pill can be used as an emergency contraceptive pill at a higher dosage. Can Yasmin be used as an emergency contraceptive pill? And at what dosage?

Doctor: Hi. How are you doing? Yes, as you have heard, Yasmin can be used as an emergency pill. Even if you have not ejaculated into her, she stands a chance of pregnancy if the pre-seminal fluid, the clear fluid that comes out before semen, which is rich in young healthy sperms, comes in contact with her genitals. As soon as possible, earlier the better, I suggest taking four tablets of Yasmin (combination of Ethinyl Estradiol and Drospirenone) at the time, repeat four more tablets after 12 hours. This being a high dose of hormones, it will suddenly increase the inner lining of the uterus. Then as it is a single dose, the inner lining will fall off. This makes it unfavorable for the possible embryo or baby to settle into the uterus. She will get her periods within 7 to 10 days of the last pill. But do not keep repeating this frequently, it can disturb the hormonal balance and can reduce the effectiveness of the pill. Consult your specialist doctor, discuss with him or her and start taking the medicines after their consent. This is an old method, but it is an effective emergency method. Just do not delay the pills. As time passes by, the effectiveness reduces. Hope I have clarified your query, do write back. All the best. For further queries consult an obstetrician and gynaecologist online -->"
57,ruslanmv_ai_medical_chatbot,Q. What are the causes of brown discoloration of the skin around the fingertips?,"Patient: Hello doctor, I have a brown discoloration of the skin around my fingertips. What is the reason?

Doctor: Hi. Revert with more information to a cosmetologist online -->"
58,ruslanmv_ai_medical_chatbot,Q. Please explain the reason for weight gain during pregnancy.,"Patient: Hi doctor, When I had my third ultrasound, I was 24 weeks pregnant and it appeared like two faces in the ultrasound. I keep asking my obstetrician regarding my weight gain. I am gaining so much weight when I barely eat and my stomach so huge. I found that at 14 weeks on my first ultrasound I was having a boy and that was pretty early for me to find out a gender. I eat like two meals at once a day. I am now 34 weeks and 5 days pregnant. My obstetrician does not check my pelvis and not advised for another ultrasound. Can I send a picture of my third ultrasound to get a second opinion whether I am having twins?

Doctor: Hi. For further information consult an obstetrician and gynaecologist online -->"
59,ruslanmv_ai_medical_chatbot,Q. What does abutment of the nerve root mean?,"Patient: Hi doctor,I am just wondering what is abutting and abutment of the nerve root means in a back issue. Please explain. What treatment is required for annular bulging and tear?

Doctor: Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->"
60,ruslanmv_ai_medical_chatbot,Q. Will Nano-Leo give permanent solution for erection problem?,"Patient: Hello doctor, I am 48 years old. I am experiencing weak erection and difficulty in sustaining the same. This condition was observed 10 years back. Also, there is premature ejaculation. Other physical ailments that I have are, I am suffering from hypertension and taking Amlopres-L (Amlodipine and Lisinopril) for the last 10 years, high cholesterol and triglycerides. My cholesterol level is 225 and triglyceride is 200 for the last 12 years. I used to do frequent masturbation in early age. I do have erection during morning hours many times, particularly after sound sleep or if I had long walk previous day. I am having Sildenafil 25 mg or 5 mg Cialis, which is effective enough. But, I wish to get rid of tablet support and live natural way. I consulted urologist today and he prescribed me Nano-Leo capsules and Modula 5 mg for 10 days. I wish to have your second opinion on this. Please guide.

Doctor: Hi. For further doubts consult a sexologist online -->"
61,ruslanmv_ai_medical_chatbot,"Q. Every time I eat spicy food, I poop blood. Why?","Patient: Hi doctor, I am a 26 year old male. I am 5 feet and 9 inches tall and weigh 255 pounds. When I eat spicy food, I poop blood. Sometimes when I have constipation as well, I poop a little bit of blood. I am really scared that I have colon cancer. I do have diarrhea often. I do not have a family history of colon cancer. I got blood tests done last night. Please find my reports attached.

Doctor: Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->"
62,ruslanmv_ai_medical_chatbot,Q. Will Kalarchikai cure multiple ovarian cysts in PCOD?,"Patient: Hello doctor, I have multiple small cysts in both ovaries (PCOS). Our family friend suggested me to consume Kalarchikai medicine, powdered mixed with pepper and honey to have it for one mandalam (48 days). I have completed nearly 44 days by consuming one small ball of the mixture every morning and before two weeks I got my periods. Then I had checked whether the cysts were dissolved by having an abdomen scan. But still, small multiple follicules have been seen in it with both ovaries enlarged. Kindly suggest me what I can do further. I got married before one and a half years and I am much worried about my pregnancy. I have gallstones as well.

Doctor: Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help."
63,ruslanmv_ai_medical_chatbot,Q. I masturbate only by rubbing the tip of the penis. Is it a wrong way?,"Patient: Hi doctor, During masturbation I just rub the tip of the penis and not the entire penis. Is it a wrong way of doing? I do not get excited during sex and unable to ejaculate. Only, rubbing the tip of the penis gives me excitement. Also, two weeks ago, I have undergone circumcision as my foreskin did not retract. Before circumcision too, I have the same problem. Please help.

Doctor: Hi. For further doubts consult a sexologist online -->"
64,ruslanmv_ai_medical_chatbot,Q. My gums behind the last tooth is swollen and painful. Is it due to food impaction?,"Patient: Hello doctor, I am an 18 year old, who dislikes visiting the dentist. Therefore, you can imagine my hygiene is very good. I had a brief period of gingivitis as a result of using braces for three years. Having removed my braces over a year ago, and lucky for me, I do not have wisdom teeth, the end of my dental pain seemed over. However, about five days ago all of a sudden, I woke up and the very back of my mouth around the last left molar is swollen. It is sore and irritable. I kept brushing and using salt water. There is no bleeding or pus, but it started to feel more irritable and tender as if it was an infection. It has not gotten worse in swelling or pain, but it has not gotten better either. My mother predicts a piece of food of some sort got wedged in the gum line, near my tongue. We have tried using Orajel to numb it enough so I could use floss or a toothpick to work around the gum, but it still is very painful to touch and it is very hard to reach that area. Sadly for me, I am starting my Invisalign treatment and I am going to get the impressions tomorrow. And I also have an appointment for a regular cleaning. I am petrified. Do you think a piece of food is the problem? Is there something I can do to remove the food before my appointment tomorrow? What will the dentist do tomorrow when I ask him to address the situation? What are the chances this is a bigger infection and is not food related, what will the dentist do then? Will I have to have surgery or procedure done or antibiotics will help?

Doctor: Hi. Regards. For more information consult a dentist online -->"
65,ruslanmv_ai_medical_chatbot,Q. Is talking to myself in front of the mirror a symptom of schizophrenia?,"Patient: Hi doctor, I am a 24 year old female. I am a healthy and happy person. I eat well and exercise well. I have a lot of friends, cool hobbies, etc. But, I have a weird habit. Whenever I am alone I talk to myself standing in front of the mirror. I imagine a lot. I think so many things like I am in an interview and I try to venture out the best answers and framing smart answers. When I am practicing on my guitar, I imagine lots of people are watching me and appreciating me for playing so well. I imagine futuristic conversations with people where I ask a question and answer them. When I am alone, I keep imagining some stuff. Also, I pick up some topic and start talking to myself in front of the mirror. I personally feel this habit has improved my communication skills, confidence and vocabulary. I am not shy and I do not have stage fear. When I meet my friends or when I am giving presentations at college, I am the one who used to stay very confident. However, some days back, when I was talking to myself in front of the mirror, my mom questioned me. Until now I did not pay much attention to what I was doing. But, ever since my mom saw me doing that I have become conscious. I have stopped talking to myself for two to three days. But, I do not feel like I have been missing out on anything. I am still friendly and confident. But, I am just wondering if I have crossed the line of sanity. I searched about this on the internet and came across something called as schizophrenia. Is this disorder setting with my habit? Do I have schizophrenia or any other disorder? To be honest, after reading about this schizophrenia I am very scared. It sounds like a very serious disorder to me. Please help.

Doctor: Hi. I read your query with keen interest and understand your concerns. From the available description, I do not think you have crossed the limit of sanity or you developed schizophrenia. Schizophrenia is altogether very different disorder where people have abnormal perceptions such as hearing voices when no one is present and seeing objects when nothing is there. I do not see any of them with you. In my view, you need to put your worries at rest and do what your mind and heart considers right. It may be abnormal for your mother, but there is no pathology with this. If you feel more assistance is required or my answer to your query is far from setting down the worries, then it is better to see a psychiatrist in person. For further information consult a psychiatrist online -->"
66,ruslanmv_ai_medical_chatbot,Q. Why do I have a wet feeling inside the anus?,"Patient: Hello doctor, I have a wet feeling inside the anus for the past one year. I did a colonoscopy and sigmoidoscopy, and the doctor said that everything is fine. They said probably the wet feeling is due to sweat. Swab culture and sensitivity report showed up Klebsiella pneumoniae. I took Augmentin 625 and applied ointments. But I feel it is some liquid discharge from the anus skin. Can you suggest some medication?

Doctor: Hello. An anal leak is mostly due to underlying reasons, which need to be thoroughly investigated. Although we can together try reaching out on differential diagnosis. Regards. Revert with more information to a cosmetologist online -->"
67,ruslanmv_ai_medical_chatbot,Q. Is Metmax injection the right one for head spinning?,"Patient: Hi doctor, My sister is having some neurological problem. She is normal, but at times she feel uneasy and head spinning. We have consulted with a doctor since one year and a few days back for the same issue her doctor prescribed Metmax injection to be taken one per day for the next five days. But, after taking one injection, she is feeling very drowsy and not able to remember things and forgetting the past. I request you to kindly let me know the details of Metmax injection. Is it the right treatment?

Doctor: Hi. Revert back with the answers to the above questions to a neurologist online -->"
68,ruslanmv_ai_medical_chatbot,Q. Is it likely for HIV symptoms to show up after 5 to 6 weeks of possible exposure?,"Patient: Hello doctor, I am a 31 year old male, and my query is regarding possible HIV exposure. Four months back, I had a sexual encounter with two female partners. I had insertive vaginal sex and received oral sex. Intercourse had lasted for about five minutes twice with each partner. Condoms were used throughout and were changed for every partner. I do not recall any of the condoms breaking or slipping off completely. About a week or so after the encounter, I experienced some health-related concerns, one after another.I got an eye stye, inside of the eyelid, which was little painful and irritating. It went away in a week. I got a boil, nearly an inch in diameter, in the lower abdomen, which subsided in a week. I also got a white area behind the wisdom tooth. This area was painful during the initial 3 to 4 days, then the pain subsided, and the white area started growing bigger. OPG and clinical examination suggested impacted wisdom tooth and trauma caused by friction of upper and lower wisdom teeth. So, I got both the wisdom teeth extracted. Now, it is normal.I also had a skin tag in the underarm area, which turned painful, hard, and dark purplish. One or two light reddish spots in the adjoining area. They resolved in 7 to 8 days. I have high blood pressure and triglycerides. My triglycerides were 292, which dropped to 195 after 10 days without medication. I got a severe headache one night, which went away next morning. I feel light-headed while walking, staring at the computer, etc., but not when lying down for 5 to 6 days. This happened concurrently with the diagnosis of high triglycerides and BP. I also have diarrhea type condition, that is, I have bowel movements thrice a day, which lasted for 9 to 10 days. My gastroenterologist remarked ‘no abnormalities detected.’ I took antibiotics and other medicines for the dental problem few days before this.I do not have a fever or any unusual skin rash. I do not have unusual body ache or weight loss or loss of appetite. I also do not have any apparent swollen glands. My creatinine and TSH test reports are normal. My LDL is normal, and HDL is little lower than normal. Assuming either of my partners was HIV positive, what is the chance of me contracting his? Does any of the above health concerns related to HIV? Does HIV symptoms, if any, appear together or can appear one after another? What is the most likely period after exposure when symptoms appear, if at all? In other words, is it likely for HIV symptoms to show after 5 to 6 weeks? I realize HIV infection can be confirmed only by a test. However, I sincerely request a prompt and clear response to the above queries, which will help me cut down the fear. Thank you.

Doctor: Hi. The answers to your queries are as follows: Hope your queries are answered, but please do not hesitate to ask or call anytime for any further query. Best wishes."
69,ruslanmv_ai_medical_chatbot,Q. What does abutment of the nerve root mean?,"Patient: Hi doctor,I am just wondering what is abutting and abutment of the nerve root means in a back issue. Please explain. What treatment is required for annular bulging and tear?

Doctor: Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->"
